Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,Tiny_URL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
portfoliometamaks.pw,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
flourishtherapy.co,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
skinandbasics.com,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
skinandbasics.com,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,1
j96yh9i.cfd,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
dbsbank.life,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
priceonemore.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
chatgpt-pl.pw,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
docsend.com,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,1
docsend.com,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,1
docsend.com,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,1
usaidbabu.github.io,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1
onlinemultfilmy.ru,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
sdjhgf88805.com,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
t.nylas.com,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,1
portaldeprivacidade.grupoboticario.com.br,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1
t.nylas.com,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,1
rhachad.com,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
mfortune.co.uk,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,1
t1.news.mcclatchydc.com,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
trackitthere.info,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1
google.com,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
instagram.topmcraft.ru,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
aylink.co,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1
mediabooks.org,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,1
shrtly.cc,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
tracklovershere.info,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1
onlinemultfilmy.ru,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
onlinemultfilmy.ru,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1
centplat.fun,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
bancofotografias.blogspot.com,0,0,1,3,0,0,1,0,1,1,1,0,1,1,0,1
helpcntreaccntmauhdges3s.shockbyte-zone.com,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,1
helpcntreaccntmauhdges3s.shockbyte-zone.com,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1
rtpcengli88.com,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
rtpcengli88.com,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
medusarula.com,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
trackitthere.info,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1
google.com,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
instagram.topmcraft.ru,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
aylink.co,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1
mediabooks.org,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,1
shrtly.cc,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
tracklovershere.info,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1
onlinemultfilmy.ru,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
onlinemultfilmy.ru,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1
centplat.fun,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
bancofotografias.blogspot.com,0,0,1,3,0,0,1,0,1,1,1,0,1,1,0,1
helpcntreaccntmauhdges3s.shockbyte-zone.com,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,1
helpcntreaccntmauhdges3s.shockbyte-zone.com,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1
rtpcengli88.com,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
rtpcengli88.com,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
medusarula.com,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
tracklovershere.info,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1
securitybank-ph.com,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
centplat.fun,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
footballmis.rozblog.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
devnedme.d2yxvhnvm1k4m1.amplifyapp.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1
devnedme.d2yxvhnvm1k4m1.amplifyapp.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1
zglxe.com,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
choralaw.com,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
quanqiuxiu.com,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
61w9a.webout.life,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
4zws1a6vyq-tvguho.loginform.net,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
ebayshoppingcentres.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
bancofotografias.blogspot.com,0,0,0,2,0,0,1,0,1,1,1,0,1,1,0,1
bancofotografias.blogspot.com.ar,0,0,0,3,0,0,1,0,1,1,1,0,1,1,0,1
bancofotografias.blogspot.com,0,0,1,3,0,0,1,0,1,1,1,0,1,1,0,1
bancofotografias.blogspot.ca,0,0,1,3,0,0,0,0,1,1,1,0,1,1,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
rbc-transact-support.sbs,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
tracklovershere.info,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1
securitybank-ph.com,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
centplat.fun,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
footballmis.rozblog.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1
devnedme.d2yxvhnvm1k4m1.amplifyapp.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1
devnedme.d2yxvhnvm1k4m1.amplifyapp.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1
zglxe.com,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
choralaw.com,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
quanqiuxiu.com,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
61w9a.webout.life,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
4zws1a6vyq-tvguho.loginform.net,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1
ebayshoppingcentres.com,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
bancofotografias.blogspot.com,0,0,0,2,0,0,1,0,1,1,1,0,1,1,0,1
bancofotografias.blogspot.com.ar,0,0,0,3,0,0,1,0,1,1,1,0,1,1,0,1
bancofotografias.blogspot.com,0,0,1,3,0,0,1,0,1,1,1,0,1,1,0,1
bancofotografias.blogspot.ca,0,0,1,3,0,0,0,0,1,1,1,0,1,1,0,1
linktr.ee,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
rbc-transact-support.sbs,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
rbc-transac-cancellation.sbs,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
rbc-support.sbs,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
rbcportal-cancellation.sbs,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
rbc-cancellation-portal.sbs,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
rbc-app-verif.sbs,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
tracklovershere.info,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1
drive.google.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
drive.google.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,0,1
drive.google.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
drive.google.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,0,1
appurl.io,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
googledrivelinks.com,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1
dw-anime.net,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,1
saintharryplc.com,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
2208nugm.apppdyxail.top,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
contasderobloxcomrobuxgirl2021.blogspot.com,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1
